Código Jurisdicción,Descripción Jurisdicción,Código Subjurisdicción,Descripción Subjurisdicción,Código Entidad,Descripción Entidad,Código Programa,Descripción Programa,Código Subprograma,Descripción Subprograma,Código Inciso,Descripción Inciso,Código Principal,Descripción Principal,Crédito 2019
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 45.338,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",2,"Bienes de Consumo",7,"Productos Metálicos", 304.025,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 672.650,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",1,"Servicios Básicos", 365.294,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",2,"Alquileres y Derechos", 16.001,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 1.879.075,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 14.401,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 10.668,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",7,"Pasajes y Viáticos", 229.350,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",18,"Sanidad Militar Conjunta",0,"Sanidad Militar Conjunta",3,"Servicios No Personales",9,"Otros Servicios", 178.680,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",1,"Gastos en Personal",1,"Personal Permanente", 14.539.613,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",1,"Gastos en Personal",2,"Personal Temporario", 9.961.494,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 9.110.574,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",2,"Textiles y Vestuario", 30.571,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 330.206,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 51.639,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 341.843,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 38.402,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",7,"Productos Metálicos", 86.813,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",8,"Minerales", 2.455,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 543.559,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",1,"Servicios Básicos", 3.177.525,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",2,"Alquileres y Derechos", 80.006,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 5.281.001,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 115.132,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 749.307,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",7,"Pasajes y Viáticos", 2.382.684,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",19,"Formación y Capacitación",0,"Formación y Capacitación",3,"Servicios No Personales",9,"Otros Servicios", 931.970,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 55.081.928,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",2,"Textiles y Vestuario", 40.236.658,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 1.221.166,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 3.215.686,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 171.274.473,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 5.220.129,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",7,"Productos Metálicos", 21.509.268,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",8,"Minerales", 1.131.240,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 247.196.864,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",1,"Servicios Básicos", 3.056.796,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",2,"Alquileres y Derechos", 11.049.351,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 47.905.840,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 16.790.487,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 96.658,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",7,"Pasajes y Viáticos", 3.089.055,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",20,"Sostén Logístico Antártico",0,"Sostén Logístico Antártico",3,"Servicios No Personales",9,"Otros Servicios", 6.322.564,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 1.440.198,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",2,"Textiles y Vestuario", 51.937,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 113.360,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 95.988,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 655.081,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 1.871,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",7,"Productos Metálicos", 25.145,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 787.684,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",1,"Servicios Básicos", 573.275,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",2,"Alquileres y Derechos", 1.146.967,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 2.551.167,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 37.666,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 134.112,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",7,"Pasajes y Viáticos", 92.054.292,0 
45,"Ministerio de Defensa",24,"Estado Mayor Conjunto de las Fuerzas Armadas",0,"Estado Mayor Conjunto de las Fuerzas Armadas",21,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",0,"Planeamiento y Conducción de Operaciones y de Adiestramiento Militar Conjunto",3,"Servicios No Personales",9,"Otros Servicios", 16.231.956,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",1,"Gastos en Personal",1,"Personal Permanente", 546.287.882,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",1,"Gastos en Personal",3,"Servicios Extraordinarios", 4.025.718,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",1,"Gastos en Personal",5,"Asistencia Social al Personal", 56.847.741,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",1,"Gastos en Personal",8,"Personal contratado", 352.821.823,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 71.142.209,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",2,"Textiles y Vestuario", 1.644.789,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 309.947,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 4.209.245,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",7,"Productos Metálicos", 8.418.490,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 8.589.491,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",1,"Servicios Básicos", 41.985.404,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",2,"Alquileres y Derechos", 26.419.195,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 76.488.626,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 155.492.375,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 39.659.850,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",7,"Pasajes y Viáticos", 34.281.680,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",8,"Impuestos, Derechos, Tasas y Juicios", 26.133.500,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",3,"Servicios No Personales",9,"Otros Servicios", 211.098.042,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",4,"Bienes de Uso",2,"Construcciones", 19.993.913,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",4,"Bienes de Uso",3,"Maquinaria y Equipo", 90.760.312,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",4,"Bienes de Uso",5,"Libros, Revistas y Otros Elementos Coleccionables", 7.429.316,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",4,"Bienes de Uso",8,"Activos Intangibles", 5.513.748,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",5,"Transferencias",1,"Transf. al Sector Privado para Financiar Gastos Corrientes", 7.000.000,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",5,"Transferencias",6,"Transferencias a Universidades Nacionales", 8.506.000,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",1,"Actividades Centrales",0,"Actividades Centrales",5,"Transferencias",9,"Transferencias al Exterior", 25.000.000,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",1,"Gastos en Personal",1,"Personal Permanente", 498.309.344,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",1,"Gastos en Personal",3,"Servicios Extraordinarios", 7.886.459,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",1,"Gastos en Personal",8,"Personal contratado", 184.682.883,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 2.762.016,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",2,"Textiles y Vestuario", 549.832,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 5.866.254,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 776.080,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 42.092.449,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",7,"Productos Metálicos", 631.387,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",8,"Minerales", 157.847,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 2.045.148,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",3,"Servicios No Personales",1,"Servicios Básicos", 23.447.244,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",3,"Servicios No Personales",2,"Alquileres y Derechos", 8.916.266,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 52.673.479,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 69.118.692,0 
50,"Ministerio de Hacienda",0,"Ministerio de Hacienda",105,"Comisión Nacional de Energía Atómica",20,"Desarrollos y Suministros para la Energía Nuclear",0,"Desarrollos y Suministros para la Energía Nuclear",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 11.734.624,0 
